insight_id,episode_id,episode_text,ged_value,ig_value,confidence,insight_type,cross_domain_count,domain_diversity,current_domain,current_research_area,vector_reconstruction,detection_timestamp
DETAILED_INS_0255_8819,255,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.255,0.45425009965896607,Significant_Insight,10,1,robotics,Federated Learning,"Episode_255: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:08.819757
DETAILED_INS_0256_8864,256,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.256,0.4550258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_256: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:08.864255
DETAILED_INS_0257_8909,257,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.257,0.5688917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_257: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:08.909611
DETAILED_INS_0258_8955,258,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.258,0.4719205119609833,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_258: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:08.955723
DETAILED_INS_0259_8999,259,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.259,0.4534501267671585,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_259: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:08.999298
DETAILED_INS_0260_9043,260,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.26,0.4433979141712189,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_260: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:09.043776
DETAILED_INS_0261_9089,261,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.261,0.508777748823166,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_261: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:09.089436
DETAILED_INS_0262_9132,262,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.262,0.5667310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_262: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:09.132574
DETAILED_INS_0263_9175,263,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.263,0.5051159652471542,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_263: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:09.175890
DETAILED_INS_0264_9219,264,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.264,0.5074163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_264: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:09.219364
DETAILED_INS_0265_9262,265,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.265,0.45925009965896607,Significant_Insight,10,1,robotics,Federated Learning,"Episode_265: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:09.262530
DETAILED_INS_0266_9307,266,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.266,0.4600258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_266: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:09.307169
DETAILED_INS_0267_9351,267,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.267,0.573891793847084,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_267: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:09.351727
DETAILED_INS_0268_9396,268,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.268,0.4769205119609833,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_268: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:09.396605
DETAILED_INS_0269_9440,269,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.269,0.4584501267671585,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_269: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:09.440838
DETAILED_INS_0270_9485,270,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.27,0.4483979141712189,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_270: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:09.485223
DETAILED_INS_0271_9530,271,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.271,0.5137777488231658,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_271: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:09.530423
DETAILED_INS_0272_9573,272,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.272,0.5717310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_272: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:09.573893
DETAILED_INS_0273_9617,273,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.273,0.5101159652471543,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_273: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:09.617593
DETAILED_INS_0274_9661,274,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.274,0.5124163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_274: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:09.661840
DETAILED_INS_0275_9706,275,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.275,0.4642500996589661,Significant_Insight,10,1,robotics,Federated Learning,"Episode_275: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:09.706683
DETAILED_INS_0276_9751,276,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.276,0.4650258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_276: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:09.751238
DETAILED_INS_0277_9795,277,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.277,0.5788917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_277: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:09.795231
DETAILED_INS_0278_9840,278,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.278,0.4819205119609833,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_278: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:09.840328
DETAILED_INS_0279_9885,279,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.279,0.4634501267671585,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_279: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:09.885264
DETAILED_INS_0280_9930,280,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.28,0.4533979141712189,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_280: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:09.930930
DETAILED_INS_0281_9975,281,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.281,0.518777748823166,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_281: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:09.975667
DETAILED_INS_0282_18,282,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.28200000000000003,0.5767310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_282: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:10.018901
DETAILED_INS_0283_62,283,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.28300000000000003,0.5151159652471542,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_283: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:10.062787
DETAILED_INS_0284_106,284,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.28400000000000003,0.5174163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_284: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:10.106906
DETAILED_INS_0285_150,285,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.28500000000000003,0.4692500996589661,Significant_Insight,10,1,robotics,Federated Learning,"Episode_285: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:10.150593
DETAILED_INS_0286_194,286,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.28600000000000003,0.4700258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_286: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:10.194882
DETAILED_INS_0287_240,287,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.28700000000000003,0.583891793847084,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_287: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:10.240100
DETAILED_INS_0288_285,288,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.28800000000000003,0.4869205119609833,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_288: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:10.285883
DETAILED_INS_0289_331,289,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.289,0.46845012676715847,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_289: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:10.331208
DETAILED_INS_0290_376,290,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.29,0.4583979141712189,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_290: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:10.376511
DETAILED_INS_0291_422,291,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.291,0.5237777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_291: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:10.422852
DETAILED_INS_0292_467,292,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.292,0.5817310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_292: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:10.468003
DETAILED_INS_0293_513,293,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.293,0.5201159652471542,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_293: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:10.513517
DETAILED_INS_0294_558,294,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.294,0.5224163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_294: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:10.558625
DETAILED_INS_0295_603,295,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.295,0.47425009965896603,Significant_Insight,10,1,robotics,Federated Learning,"Episode_295: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:10.603676
DETAILED_INS_0296_650,296,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.296,0.47502586054801943,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_296: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:10.650176
DETAILED_INS_0297_695,297,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.297,0.588891793847084,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_297: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:10.695701
DETAILED_INS_0298_740,298,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.298,0.4919205119609833,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_298: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:10.740874
DETAILED_INS_0299_784,299,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.299,0.4734501267671585,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_299: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:10.784757
DETAILED_INS_0300_830,300,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.3,0.4633979141712189,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_300: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:10.830450
DETAILED_INS_0301_877,301,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.3,0.5282777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_301: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:10.877970
DETAILED_INS_0302_929,302,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.3,0.5857310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_302: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:10.929525
DETAILED_INS_0303_1056,303,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.3,0.5236159652471543,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_303: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:11.056965
DETAILED_INS_0304_1106,304,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.3,0.5254163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_304: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:11.106444
DETAILED_INS_0305_1151,305,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.3,0.4767500996589661,Significant_Insight,10,1,robotics,Federated Learning,"Episode_305: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:11.151395
DETAILED_INS_0306_1197,306,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.3,0.47702586054801943,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_306: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:11.197430
DETAILED_INS_0307_1246,307,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.3,0.5903917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_307: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:11.246972
DETAILED_INS_0308_1325,308,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.3,0.4929205119609833,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_308: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:11.325124
DETAILED_INS_0309_1383,309,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.3,0.47395012676715853,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_309: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:11.383136
DETAILED_INS_0310_1439,310,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.3,0.4633979141712189,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_310: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:11.439794
DETAILED_INS_0311_1492,311,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.3,0.5282777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_311: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:11.492465
DETAILED_INS_0312_1537,312,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.3,0.5857310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_312: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:11.537639
DETAILED_INS_0313_1582,313,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.3,0.5236159652471543,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_313: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:11.582417
DETAILED_INS_0314_1627,314,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.3,0.5254163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_314: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:11.627193
DETAILED_INS_0315_1672,315,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.3,0.4767500996589661,Significant_Insight,10,1,robotics,Federated Learning,"Episode_315: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:11.672321
DETAILED_INS_0316_1718,316,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.3,0.47702586054801943,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_316: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:11.718362
DETAILED_INS_0317_1766,317,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.3,0.5903917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_317: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:11.766141
DETAILED_INS_0318_1813,318,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.3,0.4929205119609833,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_318: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:11.813082
DETAILED_INS_0319_1857,319,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.3,0.47395012676715853,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_319: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:11.857489
DETAILED_INS_0320_1904,320,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.3,0.4633979141712189,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_320: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:11.904074
DETAILED_INS_0321_1951,321,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.3,0.5282777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_321: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:11.951705
DETAILED_INS_0322_1997,322,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.3,0.5857310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_322: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:11.997109
DETAILED_INS_0323_2042,323,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.3,0.5236159652471543,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_323: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:12.042495
DETAILED_INS_0324_2087,324,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.3,0.5254163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_324: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:12.087778
DETAILED_INS_0325_2132,325,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.3,0.4767500996589661,Significant_Insight,10,1,robotics,Federated Learning,"Episode_325: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:12.132482
DETAILED_INS_0326_2182,326,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.3,0.47702586054801943,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_326: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:12.182644
DETAILED_INS_0327_2229,327,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.3,0.5903917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_327: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:12.229768
DETAILED_INS_0328_2277,328,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.3,0.4929205119609833,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_328: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:12.277320
DETAILED_INS_0329_2323,329,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.3,0.47395012676715853,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_329: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:12.323083
DETAILED_INS_0330_2367,330,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.3,0.4633979141712189,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_330: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:12.367872
DETAILED_INS_0331_2413,331,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.3,0.5282777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_331: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:12.413920
DETAILED_INS_0332_2459,332,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.3,0.5857310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_332: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:12.459683
DETAILED_INS_0333_2504,333,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.3,0.5236159652471543,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_333: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:12.504448
DETAILED_INS_0334_2548,334,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.3,0.5254163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_334: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:12.548996
DETAILED_INS_0335_2594,335,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.3,0.4767500996589661,Significant_Insight,10,1,robotics,Federated Learning,"Episode_335: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:12.594398
DETAILED_INS_0336_2640,336,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.3,0.47702586054801943,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_336: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:12.640309
